,0
2116,0.8784870759702266
2117,0.8784870759702266
2118,0.8784870759702266
2119,0.8784870759702266
2120,0.8784870759702266
2121,0.8784870759702266
2122,0.8784870759702266
2123,0.8784870759702266
2124,0.8784870759702266
2125,0.8784870759702266
2126,0.8784870759702266
2127,0.8784870759702266
2128,0.8784870759702266
2129,0.8784870759702266
2130,0.8784870759702266
2131,0.8784870759702266
2132,0.8784870759702266
2133,0.8784870759702266
2134,0.8784870759702266
2135,0.8784870759702266
2136,0.8784870759702266
2137,0.8784870759702266
2138,0.8784870759702266
2139,0.8784870759702266
2140,0.8784870759702266
2141,0.8784870759702266
2142,0.8784870759702266
2143,0.8784870759702266
