                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    850,                 0.1946,                0.14857,                0.83287,                0.94273,                0.95437,                0.98194,                0.71587,                 0.9711,                0.48838,                 1.4707,             0.00032096,             0.00032096,             0.00032096
                    851,                0.19562,                0.15368,                0.82517,                 0.9565,                0.95606,                 0.9825,                0.72411,                0.96808,                 0.4776,                 1.4708,             0.00031898,             0.00031898,             0.00031898
                    852,                0.20102,                 0.1567,                0.82484,                0.96697,                0.95652,                0.98362,                0.73905,                0.95891,                0.46397,                 1.4655,               0.000317,               0.000317,               0.000317
                    853,                0.21426,                0.15832,                0.83651,                0.97021,                0.94412,                0.97949,                0.74429,                0.95622,                0.45124,                 1.4636,             0.00031502,             0.00031502,             0.00031502
                    854,                0.20662,                0.16515,                0.81954,                0.94308,                0.96052,                0.98022,                0.73732,                0.96801,                0.45926,                 1.4689,             0.00031304,             0.00031304,             0.00031304
                    855,                0.20658,                0.16182,                0.83275,                0.94292,                0.95759,                0.98044,                 0.7301,                 0.9779,                0.45456,                  1.474,             0.00031106,             0.00031106,             0.00031106
                    856,                0.19261,                0.14996,                0.83052,                 0.9426,                0.95195,                0.98027,                0.73474,                0.98181,                 0.4531,                 1.4698,             0.00030908,             0.00030908,             0.00030908
                    857,                0.20352,                0.15644,                0.82948,                0.94254,                0.95099,                0.97991,                 0.7235,                0.97763,                0.44623,                 1.4654,              0.0003071,              0.0003071,              0.0003071
                    858,                0.20974,                0.16534,                0.83497,                0.94247,                 0.9497,                0.97909,                  0.724,                 0.9685,                0.44908,                 1.4587,             0.00030512,             0.00030512,             0.00030512
                    859,                0.20401,                0.15907,                0.83421,                0.94206,                0.95652,                0.97672,                0.72558,                0.96804,                0.46556,                 1.4614,             0.00030314,             0.00030314,             0.00030314
                    860,                0.21556,                0.15677,                0.83013,                0.94282,                0.95594,                0.97662,                0.72014,                0.97765,                0.49013,                 1.4709,             0.00030116,             0.00030116,             0.00030116
                    861,                 0.2275,                0.16296,                0.84094,                0.96957,                0.92361,                0.98008,                0.72132,                 0.9796,                0.49889,                 1.4768,             0.00029918,             0.00029918,             0.00029918
                    862,                0.19952,                0.15624,                 0.8205,                0.96959,                0.92411,                   0.98,                0.72054,                0.97942,                0.49756,                 1.4826,              0.0002972,              0.0002972,              0.0002972
                    863,                0.19154,                0.15365,                0.82251,                0.95632,                0.95193,                0.97632,                0.71614,                0.99782,                0.46945,                  1.513,             0.00029522,             0.00029522,             0.00029522
                    864,                0.22996,                0.18138,                0.83341,                0.96706,                0.94203,                 0.9773,                0.71601,                 1.0054,                0.47056,                 1.5201,             0.00029324,             0.00029324,             0.00029324
                    865,                0.18876,                0.14429,                0.81551,                0.98483,                0.94082,                0.97856,                0.72088,                 1.0024,                0.47042,                 1.5089,             0.00029126,             0.00029126,             0.00029126
                    866,                0.20569,                 0.1561,                0.84098,                0.97428,                0.94203,                0.97839,                0.72884,                0.98823,                0.47253,                 1.4914,             0.00028928,             0.00028928,             0.00028928
                    867,                0.20834,                0.15974,                0.83769,                0.96794,                0.94203,                0.97805,                0.72605,                0.98759,                0.46326,                 1.4867,              0.0002873,              0.0002873,              0.0002873
                    868,                0.19891,                0.15116,                0.82267,                0.95675,                0.96184,                0.98257,                0.73121,                0.98246,                0.45468,                 1.4755,             0.00028532,             0.00028532,             0.00028532
                    869,                0.20425,                0.15318,                0.83865,                0.97013,                0.95652,                0.98194,                0.72707,                0.96532,                 0.4548,                 1.4545,             0.00028334,             0.00028334,             0.00028334
                    870,                0.18752,                0.14879,                0.82372,                0.96495,                0.95652,                0.98168,                0.72888,                 0.9673,                0.45596,                 1.4523,             0.00028136,             0.00028136,             0.00028136
                    871,                0.20639,                0.16074,                0.83581,                  0.957,                0.96763,                0.98056,                0.72631,                 0.9708,                0.45815,                 1.4538,             0.00027938,             0.00027938,             0.00027938
                    872,                0.17769,                0.14429,                0.81871,                0.95405,                0.97101,                0.97965,                0.73069,                0.96203,                0.46383,                 1.4425,              0.0002774,              0.0002774,              0.0002774
                    873,                0.18084,                0.14612,                0.82952,                0.94021,                0.97101,                0.97789,                0.72831,                0.95556,                0.47316,                 1.4374,             0.00027542,             0.00027542,             0.00027542
                    874,                0.19376,                0.14683,                0.83183,                0.94185,                0.97101,                 0.9763,                0.72661,                0.95124,                0.48519,                 1.4353,             0.00027344,             0.00027344,             0.00027344
                    875,                0.19648,                0.15876,                0.83684,                0.94278,                0.97101,                0.97669,                0.73112,                0.94283,                0.48602,                 1.4279,             0.00027146,             0.00027146,             0.00027146
                    876,                0.19393,                0.15209,                 0.8368,                0.92923,                0.95149,                0.97043,                0.72175,                0.94643,                0.47668,                 1.4352,             0.00026948,             0.00026948,             0.00026948
                    877,                0.20691,                0.15835,                 0.8353,                0.91289,                0.95652,                0.97498,                0.72591,                0.95858,                0.46456,                 1.4427,              0.0002675,              0.0002675,              0.0002675
                    878,                0.21255,                 0.1612,                0.84729,                  0.942,                0.94149,                0.97611,                0.71241,                0.96043,                0.46609,                 1.4396,             0.00026552,             0.00026552,             0.00026552
                    879,                0.20872,                0.15633,                0.82999,                0.94161,                0.93494,                0.97749,                0.71108,                0.96662,                 0.4722,                 1.4456,             0.00026354,             0.00026354,             0.00026354
                    880,                 0.1906,                0.15395,                0.83724,                0.95516,                0.92624,                0.97775,                0.71669,                0.97245,                0.48149,                 1.4457,             0.00026156,             0.00026156,             0.00026156
                    881,                0.19488,                0.15459,                0.82397,                 0.9548,                0.91842,                 0.9774,                0.71198,                0.96959,                0.48231,                 1.4387,             0.00025958,             0.00025958,             0.00025958
                    882,                0.19319,                0.14995,                0.83845,                0.94091,                0.92314,                0.97599,                0.71621,                0.96242,                0.48678,                 1.4344,              0.0002576,              0.0002576,              0.0002576
                    883,                0.20019,                 0.1541,                0.83712,                 0.9273,                0.92433,                0.97552,                0.71902,                0.95655,                0.49188,                 1.4353,             0.00025562,             0.00025562,             0.00025562
                    884,                0.18664,                0.15202,                0.82074,                0.91032,                0.94203,                0.97534,                0.71766,                0.95896,                0.49867,                 1.4412,             0.00025364,             0.00025364,             0.00025364
                    885,                0.19903,                0.15129,                0.83155,                0.91113,                0.94203,                0.97692,                0.71472,                0.95529,                0.49489,                 1.4421,             0.00025166,             0.00025166,             0.00025166
                    886,                0.19396,                0.15094,                0.83081,                0.95382,                0.89796,                0.97618,                0.72406,                0.95122,                0.49291,                 1.4406,             0.00024968,             0.00024968,             0.00024968
                    887,                0.20231,                0.15159,                0.83275,                 0.9544,                0.91009,                0.97618,                0.72784,                0.94926,                0.48562,                 1.4399,              0.0002477,              0.0002477,              0.0002477
                    888,                0.17261,                0.13749,                0.81881,                0.95443,                0.91059,                 0.9742,                0.72327,                0.95373,                 0.4844,                 1.4428,             0.00024572,             0.00024572,             0.00024572
                    889,                0.19163,                0.14981,                0.82188,                0.92932,                0.95286,                0.97553,                0.72195,                0.95962,                0.47559,                 1.4466,             0.00024374,             0.00024374,             0.00024374
                    890,                0.17655,                0.13928,                0.81811,                 0.9295,                0.95543,                0.97654,                0.72157,                0.96653,                0.46441,                 1.4519,             0.00024176,             0.00024176,             0.00024176
                    891,                0.19994,                0.15431,                0.83343,                0.91666,                 0.9565,                0.97656,                0.72634,                0.96898,                0.45537,                 1.4551,             0.00023978,             0.00023978,             0.00023978
                    892,                0.18475,                 0.1452,                0.82639,                0.91512,                0.95652,                0.97123,                 0.7278,                0.96323,                0.45313,                 1.4483,              0.0002378,              0.0002378,              0.0002378
                    893,                0.22068,                0.16927,                0.84688,                0.91392,                0.95652,                0.97177,                0.72431,                0.95727,                0.45056,                 1.4369,             0.00023582,             0.00023582,             0.00023582
                    894,                0.20607,                0.16074,                0.82994,                0.92499,                0.95652,                0.97293,                0.71895,                0.96011,                0.45372,                  1.431,             0.00023384,             0.00023384,             0.00023384
                    895,                0.20035,                0.15411,                0.84324,                 0.9846,                0.92689,                0.97766,                0.72947,                0.95628,                 0.4574,                 1.4217,             0.00023186,             0.00023186,             0.00023186
                    896,                0.18316,                0.14358,                0.82759,                0.98165,                0.92754,                0.97723,                 0.7316,                0.95142,                0.46431,                 1.4157,             0.00022988,             0.00022988,             0.00022988
                    897,                0.19214,                0.14779,                0.81329,                0.96966,                0.92638,                0.98145,                0.74263,                0.93786,                0.45999,                 1.4095,              0.0002279,              0.0002279,              0.0002279
                    898,                0.18587,                0.14783,                0.83086,                0.96962,                0.92499,                0.98233,                0.75181,                0.93873,                0.45344,                 1.4181,             0.00022592,             0.00022592,             0.00022592
                    899,                0.20209,                0.15711,                0.83283,                0.96964,                0.92572,                0.98308,                0.75136,                 0.9424,                0.44456,                 1.4194,             0.00022394,             0.00022394,             0.00022394
                    900,                0.19383,                0.14465,                0.82686,                0.96969,                0.92736,                0.98335,                0.74792,                0.94643,                0.43818,                 1.4205,             0.00022196,             0.00022196,             0.00022196
                    901,                0.19404,                0.14698,                0.84001,                0.98481,                0.93977,                0.98603,                0.74984,                0.93678,                0.42991,                 1.4026,             0.00021998,             0.00021998,             0.00021998
                    902,                0.18183,                0.14168,                0.81477,                0.97052,                0.95411,                0.98228,                0.75544,                0.93004,                0.42144,                  1.385,               0.000218,               0.000218,               0.000218
                    903,                0.19169,                0.14659,                0.82039,                0.97056,                0.95566,                0.98217,                0.75228,                0.94521,                0.42177,                 1.3982,             0.00021602,             0.00021602,             0.00021602
                    904,                 0.2065,                0.16413,                0.84839,                0.97052,                0.95415,                0.98277,                0.75835,                0.94628,                0.42142,                  1.405,             0.00021404,             0.00021404,             0.00021404
                    905,                0.19576,                0.15415,                 0.8354,                0.96863,                0.94203,                0.98266,                0.75676,                0.93767,                0.41528,                 1.4023,             0.00021206,             0.00021206,             0.00021206
                    906,                0.18147,                0.14955,                0.81492,                0.96854,                0.94203,                0.98287,                0.75694,                0.93981,                0.42844,                 1.4128,             0.00021008,             0.00021008,             0.00021008
                    907,                0.19266,                0.14987,                0.83206,                0.98384,                0.94203,                0.98665,                 0.7467,                0.95596,                0.43975,                 1.4323,              0.0002081,              0.0002081,              0.0002081
                    908,                0.20787,                0.15228,                0.84388,                0.98383,                0.94203,                0.98638,                0.74571,                0.96765,                0.44008,                  1.452,             0.00020612,             0.00020612,             0.00020612
                    909,                0.19183,                0.14968,                0.83375,                0.98331,                0.94203,                0.98596,                0.73683,                0.97595,                0.43277,                 1.4611,             0.00020414,             0.00020414,             0.00020414
                    910,                0.20317,                0.15158,                0.84005,                0.98306,                0.94203,                0.98616,                0.72942,                0.99244,                0.42618,                 1.4895,             0.00020216,             0.00020216,             0.00020216
                    911,                0.19006,                0.14631,                0.83075,                0.98484,                0.94177,                0.98607,                0.73139,                0.99377,                0.43067,                 1.4973,             0.00020018,             0.00020018,             0.00020018
                    912,                0.18538,                0.14188,                0.82546,                0.98481,                0.93975,                0.98582,                0.73336,                0.99566,                0.43622,                 1.5037,              0.0001982,              0.0001982,              0.0001982
                    913,                0.18699,                0.14702,                0.83019,                0.97052,                0.95427,                 0.9853,                0.73287,                0.99649,                0.43783,                 1.5041,             0.00019622,             0.00019622,             0.00019622
                    914,                0.19366,                0.15438,                 0.8337,                0.96964,                0.95652,                0.98621,                0.73503,                0.99887,                0.43895,                  1.498,             0.00019424,             0.00019424,             0.00019424
                    915,                0.19555,                0.15324,                0.82454,                0.98481,                0.93972,                0.98585,                0.73076,                0.99977,                0.43569,                 1.4933,             0.00019226,             0.00019226,             0.00019226
                    916,                0.17437,                0.13877,                0.82273,                0.98495,                0.94872,                0.98658,                0.72421,                 0.9991,                 0.4337,                 1.4896,             0.00019028,             0.00019028,             0.00019028
                    917,                0.19902,                0.15645,                0.83657,                0.95704,                0.96854,                 0.9864,                0.72293,                0.98724,                0.43604,                 1.4757,              0.0001883,              0.0001883,              0.0001883
                    918,                0.19002,                0.15236,                0.82659,                0.95701,                0.96793,                0.98897,                0.72877,                0.97565,                 0.4432,                 1.4657,             0.00018632,             0.00018632,             0.00018632
                    919,                0.20192,                0.15773,                0.83043,                 0.9653,                0.95652,                0.98858,                0.73026,                0.97455,                0.44639,                  1.467,             0.00018434,             0.00018434,             0.00018434
                    920,                0.17577,                0.13951,                0.81568,                0.96947,                0.95652,                0.98868,                0.73309,                0.97979,                0.44671,                 1.4742,             0.00018236,             0.00018236,             0.00018236
                    921,                0.19175,                0.14891,                0.81482,                0.97049,                0.95341,                0.98904,                0.73322,                0.98158,                0.44547,                 1.4771,             0.00018038,             0.00018038,             0.00018038
                    922,                 0.1883,                0.14376,                0.83858,                 0.9805,                0.94203,                0.98958,                 0.7355,                 0.9762,                0.44678,                 1.4703,              0.0001784,              0.0001784,              0.0001784
                    923,                0.18042,                0.14122,                 0.8296,                0.98173,                0.94203,                0.99007,                0.73478,                0.98175,                0.44292,                  1.469,             0.00017642,             0.00017642,             0.00017642
                    924,                0.17245,                0.13681,                0.83032,                0.98252,                0.94203,                0.99058,                0.73483,                0.98796,                0.44256,                 1.4735,             0.00017444,             0.00017444,             0.00017444
                    925,                0.18071,                0.14194,                0.82615,                0.98504,                0.95448,                0.99105,                0.73728,                0.98829,                0.43614,                 1.4718,             0.00017246,             0.00017246,             0.00017246
                    926,                0.18087,                0.13964,                 0.8217,                0.98505,                0.95479,                0.99112,                0.72794,                0.98781,                0.43246,                 1.4687,             0.00017048,             0.00017048,             0.00017048
                    927,                0.18658,                0.15314,                 0.8328,                0.97054,                0.95484,                0.99004,                0.73185,                0.98569,                 0.4352,                 1.4631,              0.0001685,              0.0001685,              0.0001685
                    928,                0.19884,                0.15528,                0.82681,                0.97054,                0.95505,                0.98956,                0.73278,                0.98709,                0.44128,                 1.4592,             0.00016652,             0.00016652,             0.00016652
                    929,                0.17809,                0.13983,                0.82264,                0.97055,                0.95514,                0.98891,                  0.734,                  0.986,                0.44106,                 1.4564,             0.00016454,             0.00016454,             0.00016454
                    930,                0.18348,                0.13609,                 0.8186,                0.97056,                0.95546,                0.98834,                 0.7349,                0.98544,                0.44252,                 1.4567,             0.00016256,             0.00016256,             0.00016256
                    931,                0.18778,                 0.1457,                 0.8198,                0.97057,                0.95583,                0.98838,                0.73804,                0.98528,                0.44129,                 1.4607,             0.00016058,             0.00016058,             0.00016058
                    932,                0.19545,                0.14766,                0.83806,                0.97057,                0.95582,                0.98865,                0.74021,                0.98611,                0.44608,                 1.4629,              0.0001586,              0.0001586,              0.0001586
                    933,                0.18135,                0.14763,                0.81961,                0.97055,                 0.9554,                0.98584,                0.73657,                0.98848,                0.44895,                 1.4629,             0.00015662,             0.00015662,             0.00015662
                    934,                0.18673,                0.14929,                0.82542,                0.97054,                0.95481,                0.98595,                0.74068,                0.99173,                0.45919,                 1.4613,             0.00015464,             0.00015464,             0.00015464
                    935,                0.18421,                0.14082,                0.82029,                0.97859,                0.94203,                0.98631,                0.73472,                 0.9974,                0.46564,                 1.4645,             0.00015266,             0.00015266,             0.00015266
                    936,                0.19702,                0.15052,                 0.8314,                0.97207,                0.94203,                0.98622,                0.74229,                 1.0009,                 0.4662,                 1.4647,             0.00015068,             0.00015068,             0.00015068
                    937,                0.18131,                0.14345,                0.82693,                0.98284,                0.94203,                0.98735,                0.73521,                0.99848,                0.45572,                 1.4611,              0.0001487,              0.0001487,              0.0001487
                    938,                0.20763,                0.15881,                 0.8468,                0.98295,                0.94203,                0.98729,                0.74089,                0.99266,                 0.4511,                 1.4589,             0.00014672,             0.00014672,             0.00014672
                    939,                0.18258,                0.14589,                0.83569,                0.98505,                0.95472,                0.98723,                0.73991,                0.99305,                 0.4504,                 1.4608,             0.00014474,             0.00014474,             0.00014474
                    940,                0.19085,                  0.147,                0.82815,                0.98506,                 0.9554,                0.98686,                0.74395,                0.99147,                0.45328,                 1.4603,             0.00014276,             0.00014276,             0.00014276
                    941,                0.18627,                0.14486,                0.82524,                0.98504,                0.95652,                0.98669,                0.74722,                0.98751,                0.45705,                 1.4552,             0.00014078,             0.00014078,             0.00014078
                    942,                0.19011,                0.14743,                0.83308,                0.98425,                0.95652,                0.98646,                 0.7352,                0.99134,                0.45557,                 1.4609,              0.0001388,              0.0001388,              0.0001388
                    943,                0.18699,                0.13968,                0.81913,                0.98475,                0.95652,                0.98657,                0.72942,                0.98943,                0.45948,                 1.4632,             0.00013682,             0.00013682,             0.00013682
                    944,                0.18479,                0.14796,                0.83912,                0.98506,                0.95582,                0.98673,                0.73115,                0.98928,                0.45927,                 1.4669,             0.00013484,             0.00013484,             0.00013484
                    945,                0.17918,                0.14339,                0.82137,                0.98505,                0.95482,                0.98655,                0.73206,                0.98118,                0.46402,                  1.463,             0.00013286,             0.00013286,             0.00013286
                    946,                0.18142,                0.14216,                0.81959,                0.98386,                0.94203,                0.98606,                0.73657,                0.97549,                0.46608,                 1.4608,             0.00013088,             0.00013088,             0.00013088
                    947,                0.19214,                0.14686,                0.81811,                0.98468,                0.94203,                0.98547,                0.73863,                0.97408,                0.46774,                 1.4599,              0.0001289,              0.0001289,              0.0001289
                    948,                0.18017,                0.14007,                0.81708,                0.98483,                 0.9407,                0.98537,                 0.7376,                 0.9819,                 0.4648,                 1.4701,             0.00012692,             0.00012692,             0.00012692
                    949,                0.18631,                0.14396,                0.84442,                0.98482,                 0.9404,                0.98597,                0.73718,                0.98376,                0.46163,                 1.4732,             0.00012494,             0.00012494,             0.00012494
                    950,                0.16631,                  0.131,                0.82124,                0.98482,                0.94011,                0.98693,                 0.7387,                0.98566,                0.46024,                 1.4763,             0.00012296,             0.00012296,             0.00012296
                    951,                0.16848,                 0.1341,                0.81651,                0.97052,                0.95439,                0.98683,                0.73798,                0.98691,                0.46131,                  1.473,             0.00012098,             0.00012098,             0.00012098
                    952,                0.17398,                0.14338,                0.83012,                0.97051,                0.95378,                0.98653,                0.73595,                 0.9814,                0.46287,                 1.4641,               0.000119,               0.000119,               0.000119
                    953,                0.18847,                0.14357,                0.83019,                0.97048,                0.95298,                0.98653,                0.73383,                0.98671,                0.46573,                 1.4685,             0.00011702,             0.00011702,             0.00011702
                    954,                0.18298,                0.14107,                0.82055,                0.95702,                0.96824,                0.98633,                0.72922,                0.98934,                0.45869,                 1.4703,             0.00011504,             0.00011504,             0.00011504
                    955,                 0.1831,                0.13949,                0.81843,                0.95698,                 0.9672,                0.98627,                0.73352,                 0.9858,                0.45301,                 1.4669,             0.00011306,             0.00011306,             0.00011306
                    956,                0.18418,                0.14365,                0.82529,                0.98481,                0.93948,                0.98663,                0.73616,                0.97794,                0.44967,                 1.4605,             0.00011108,             0.00011108,             0.00011108
                    957,                0.17071,                0.13629,                0.81539,                0.95697,                 0.9669,                0.98624,                0.73299,                0.97103,                0.44884,                 1.4531,              0.0001091,              0.0001091,              0.0001091
                    958,                0.17184,                  0.127,                0.83411,                  0.957,                0.96767,                0.98645,                0.73263,                0.97218,                0.45049,                 1.4544,             0.00010712,             0.00010712,             0.00010712
                    959,                0.17656,                0.13944,                 0.8376,                0.95703,                0.96847,                 0.9865,                0.73087,                0.97675,                0.45746,                 1.4622,             0.00010514,             0.00010514,             0.00010514
                    960,                0.16986,                0.13657,                0.81639,                0.95695,                0.96645,                0.98649,                0.73381,                0.97925,                0.45906,                 1.4673,             0.00010316,             0.00010316,             0.00010316
                    961,                0.15939,                0.12397,                0.81278,                 0.9705,                0.95349,                0.98601,                0.73337,                0.97954,                0.46307,                  1.469,             0.00010118,             0.00010118,             0.00010118
                    962,                0.17112,                0.13911,                0.81733,                0.98482,                0.94021,                 0.9858,                0.73719,                0.97719,                0.46404,                 1.4686,               9.92e-05,               9.92e-05,               9.92e-05
                    963,                0.17264,                0.14076,                0.82054,                0.98483,                0.94063,                 0.9858,                0.73475,                 0.9802,                0.46742,                 1.4734,              9.722e-05,              9.722e-05,              9.722e-05
                    964,                0.17571,                0.13344,                0.82433,                0.98483,                0.94066,                0.98617,                0.73826,                0.98737,                0.46946,                 1.4805,              9.524e-05,              9.524e-05,              9.524e-05
                    965,                0.16437,                 0.1323,                0.81645,                0.98482,                0.94018,                0.98617,                0.73312,                0.98865,                0.46313,                 1.4829,              9.326e-05,              9.326e-05,              9.326e-05
                    966,                0.18147,                0.14698,                0.82219,                0.98481,                0.93957,                0.98867,                0.73426,                0.98688,                0.46541,                 1.4836,              9.128e-05,              9.128e-05,              9.128e-05
                    967,                0.16926,                0.13609,                0.81875,                0.96795,                0.94203,                0.98871,                0.73568,                0.98577,                0.46523,                 1.4834,               8.93e-05,               8.93e-05,               8.93e-05
                    968,                0.16557,                0.13701,                0.81985,                0.96848,                0.94203,                0.98929,                0.73465,                0.98796,                0.46864,                  1.485,              8.732e-05,              8.732e-05,              8.732e-05
                    969,                0.17371,                0.14162,                0.83261,                0.96917,                0.94203,                0.98909,                0.73499,                0.99579,                0.46827,                 1.4943,              8.534e-05,              8.534e-05,              8.534e-05
                    970,                0.16533,                0.12902,                0.81888,                0.96967,                0.94203,                0.98868,                0.73373,                0.99819,                0.46941,                 1.4963,              8.336e-05,              8.336e-05,              8.336e-05
                    971,                0.17889,                0.13855,                0.82808,                 0.9705,                0.95348,                0.98945,                0.73867,                0.99954,                0.46532,                  1.499,              8.138e-05,              8.138e-05,              8.138e-05
                    972,                0.17432,                0.13718,                0.80869,                0.97054,                0.95485,                0.98972,                0.74691,                0.99758,                0.46503,                 1.4985,               7.94e-05,               7.94e-05,               7.94e-05
                    973,                0.15934,                0.12871,                0.81347,                0.97083,                0.96459,                0.98963,                0.74057,                 0.9954,                0.46937,                 1.4982,              7.742e-05,              7.742e-05,              7.742e-05
                    974,                0.16805,                0.13391,                0.81844,                 0.9708,                0.96368,                0.98941,                0.74127,                0.99755,                0.47213,                 1.5002,              7.544e-05,              7.544e-05,              7.544e-05
                    975,                0.16197,                0.13064,                0.81822,                0.97055,                0.95514,                0.98876,                 0.7384,                0.99767,                0.46863,                 1.4991,              7.346e-05,              7.346e-05,              7.346e-05
                    976,                0.18068,                0.14165,                0.82655,                0.97058,                0.95621,                0.98876,                0.73642,                0.99763,                0.46726,                 1.4978,              7.148e-05,              7.148e-05,              7.148e-05
                    977,                0.17182,                0.14063,                0.82243,                 0.9692,                0.95652,                0.98858,                0.72563,                 1.0017,                0.46743,                  1.503,               6.95e-05,               6.95e-05,               6.95e-05
                    978,                 0.1589,                0.13639,                0.81636,                0.96854,                0.95652,                0.98867,                0.72858,                 1.0043,                0.46603,                 1.5053,              6.752e-05,              6.752e-05,              6.752e-05
                    979,                0.16995,                0.13937,                0.82382,                0.96775,                0.95652,                0.98858,                0.72685,                 1.0057,                0.46748,                 1.5081,              6.554e-05,              6.554e-05,              6.554e-05
                    980,                0.16153,                0.13318,                0.80641,                0.97027,                0.95652,                0.98832,                0.72501,                0.99905,                0.46895,                 1.5013,              6.356e-05,              6.356e-05,              6.356e-05
                    981,                0.16681,                0.12914,                0.80685,                0.97058,                0.95612,                0.98801,                0.72685,                0.99943,                0.46865,                 1.5017,              6.158e-05,              6.158e-05,              6.158e-05
                    982,                0.17286,                0.13803,                0.81466,                0.97057,                0.95578,                0.98845,                0.72485,                 1.0027,                0.46545,                 1.5039,               5.96e-05,               5.96e-05,               5.96e-05
                    983,                0.17386,                0.13307,                0.83227,                0.97057,                  0.956,                0.98854,                0.72426,                 1.0031,                0.46931,                 1.5029,              5.762e-05,              5.762e-05,              5.762e-05
