                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    288,                0.39479,                 0.2802,                0.88879,                0.94418,                 0.9807,                0.98564,                0.72994,                0.96951,                0.47383,                 1.3338,              0.0014337,              0.0014337,              0.0014337
                    289,                0.38487,                0.27175,                0.87731,                0.95677,                0.96237,                0.98834,                0.75634,                 0.9444,                0.45467,                 1.3135,              0.0014317,              0.0014317,              0.0014317
                    290,                0.38297,                0.27411,                0.88488,                0.94415,                0.98007,                0.99017,                0.75538,                 0.9275,                0.42852,                 1.2867,              0.0014298,              0.0014298,              0.0014298
                    291,                0.38274,                0.27565,                0.88222,                0.95581,                0.98551,                0.99057,                0.73158,                0.96357,                0.44801,                 1.3337,              0.0014278,              0.0014278,              0.0014278
                    292,                  0.382,                0.28487,                0.87775,                0.95473,                0.98551,                0.99042,                 0.7466,                0.96183,                0.45229,                 1.3444,              0.0014258,              0.0014258,              0.0014258
                    293,                0.39716,                0.27777,                0.87917,                0.97085,                0.96533,                0.99133,                0.72131,                 1.0411,                0.47153,                 1.4635,              0.0014238,              0.0014238,              0.0014238
                    294,                0.38226,                0.28224,                0.88644,                  0.971,                0.97043,                0.98828,                 0.7308,                 1.0023,                0.44381,                 1.3999,              0.0014218,              0.0014218,              0.0014218
                    295,                0.41165,                0.29333,                0.89882,                0.96985,                0.94203,                 0.9856,                0.71149,                 1.0232,                0.46214,                 1.3752,              0.0014199,              0.0014199,              0.0014199
                    296,                0.39144,                0.29029,                0.87942,                      1,                0.92705,                0.99129,                0.72104,                 1.0213,                0.46673,                 1.3838,              0.0014179,              0.0014179,              0.0014179
                    297,                0.37185,                0.29496,                0.87557,                0.95715,                0.98551,                0.99245,                0.71763,                0.99625,                0.47385,                 1.3536,              0.0014159,              0.0014159,              0.0014159
                    298,                0.36076,                0.25876,                0.87469,                0.94513,                0.99853,                0.98793,                0.73315,                0.96429,                 0.4603,                 1.3135,              0.0014139,              0.0014139,              0.0014139
                    299,                0.38516,                0.28287,                0.87538,                0.97114,                0.98551,                0.99314,                0.73601,                0.95792,                0.43377,                 1.3287,              0.0014119,              0.0014119,              0.0014119
                    300,                0.36697,                 0.2733,                0.88611,                0.97035,                0.97101,                0.98846,                0.71513,                 1.0046,                0.45332,                 1.3745,                0.00141,                0.00141,                0.00141
                    301,                0.37611,                0.27128,                0.87979,                0.98549,                0.98418,                0.99205,                0.69567,                0.96677,                0.43115,                 1.3183,               0.001408,               0.001408,               0.001408
                    302,                0.35582,                0.27496,                0.86793,                0.96772,                0.97101,                0.99248,                0.72439,                0.96533,                 0.4321,                 1.3166,               0.001406,               0.001406,               0.001406
                    303,                0.37302,                0.27707,                0.86928,                0.93139,                0.98372,                0.98882,                0.73167,                0.91337,                0.43132,                  1.287,               0.001404,               0.001404,               0.001404
                    304,                 0.3809,                0.27227,                0.88747,                0.98159,                0.89855,                0.98492,                0.66647,                0.98137,                0.48608,                 1.3799,               0.001402,               0.001402,               0.001402
                    305,                0.36354,                0.27994,                0.88595,                0.96943,                0.94203,                0.97688,                0.68372,                0.99743,                0.46887,                 1.4176,              0.0014001,              0.0014001,              0.0014001
                    306,                0.37476,                0.27512,                0.88184,                0.95704,                0.96862,                0.98949,                0.71659,                 1.0074,                0.45078,                 1.4219,              0.0013981,              0.0013981,              0.0013981
                    307,                0.35893,                0.28428,                0.87875,                 0.9432,                0.98551,                0.98629,                0.72913,                0.96755,                0.46648,                 1.3593,              0.0013961,              0.0013961,              0.0013961
                    308,                0.38674,                0.27232,                0.88927,                0.98247,                0.92754,                0.98182,                0.73069,                 0.9167,                0.45384,                 1.3058,              0.0013941,              0.0013941,              0.0013941
                    309,                0.36093,                0.27745,                0.87219,                0.98191,                0.91304,                0.97805,                0.74498,                0.92955,                0.47983,                 1.3157,              0.0013921,              0.0013921,              0.0013921
                    310,                0.40887,                0.29244,                0.89901,                0.95074,                0.92754,                0.97503,                0.73968,                0.91777,                0.46642,                 1.3066,              0.0013902,              0.0013902,              0.0013902
                    311,                0.38556,                 0.2765,                 0.8731,                0.96862,                0.94203,                0.97819,                0.71298,                0.94696,                0.47019,                  1.312,              0.0013882,              0.0013882,              0.0013882
                    312,                0.35778,                0.25348,                0.86334,                0.99622,                0.94203,                0.98471,                0.71596,                0.95972,                0.42886,                 1.3344,              0.0013862,              0.0013862,              0.0013862
                    313,                0.35769,                0.26491,                0.87118,                0.95551,                0.93385,                0.98605,                0.72778,                 0.9537,                0.47476,                 1.3472,              0.0013842,              0.0013842,              0.0013842
                    314,                0.38108,                0.27525,                0.87493,                0.94023,                0.95652,                 0.9753,                0.71882,                0.95901,                0.53953,                  1.359,              0.0013822,              0.0013822,              0.0013822
                    315,                0.38154,                0.27701,                0.87819,                 0.9302,                0.96582,                0.98186,                0.71899,                0.93601,                0.45778,                 1.3397,              0.0013803,              0.0013803,              0.0013803
                    316,                0.36949,                0.27193,                  0.895,                  0.942,                0.95652,                0.98428,                 0.7255,                0.94586,                0.43926,                 1.3498,              0.0013783,              0.0013783,              0.0013783
                    317,                 0.3693,                0.28864,                0.87745,                0.97398,                0.92754,                0.98723,                0.74261,                0.88471,                0.43232,                 1.2672,              0.0013763,              0.0013763,              0.0013763
                    318,                 0.3712,                0.26878,                0.87739,                0.93141,                0.98402,                0.98528,                0.72435,                0.93821,                0.45265,                 1.3115,              0.0013743,              0.0013743,              0.0013743
                    319,                0.36169,                0.26878,                0.87058,                0.90631,                0.98142,                0.98164,                0.73103,                 0.9409,                0.45918,                 1.3038,              0.0013723,              0.0013723,              0.0013723
                    320,                 0.3829,                0.26976,                0.90933,                0.88261,                0.98077,                0.98101,                 0.7193,                0.99968,                0.50461,                 1.3586,              0.0013704,              0.0013704,              0.0013704
                    321,                0.39306,                0.28343,                0.90404,                0.93021,                0.96596,                0.97996,                0.71763,                 1.0071,                0.49206,                  1.373,              0.0013684,              0.0013684,              0.0013684
                    322,                0.36576,                 0.2611,                0.86771,                0.93228,                0.99767,                0.98494,                0.73806,                 0.9769,                0.45887,                 1.3494,              0.0013664,              0.0013664,              0.0013664
                    323,                0.38847,                0.27798,                0.87896,                0.94512,                      1,                0.98039,                0.73457,                0.97796,                0.47561,                 1.3658,              0.0013644,              0.0013644,              0.0013644
                    324,                0.37773,                0.28005,                0.88194,                 0.9451,                0.99805,                0.98243,                0.74017,                0.94919,                0.46001,                 1.3444,              0.0013624,              0.0013624,              0.0013624
                    325,                0.35447,                0.26717,                0.86666,                 0.9577,                0.98447,                0.98176,                0.72197,                  1.012,                0.45336,                 1.4289,              0.0013605,              0.0013605,              0.0013605
                    326,                0.39682,                0.28514,                 0.8915,                 0.9272,                      1,                0.97459,                0.73388,                0.96941,                0.45298,                 1.3998,              0.0013585,              0.0013585,              0.0013585
                    327,                0.34971,                0.25665,                0.85934,                0.90523,                0.96903,                0.97107,                 0.7189,                0.95808,                0.48332,                 1.3759,              0.0013565,              0.0013565,              0.0013565
                    328,                0.37674,                0.26904,                0.87797,                0.86862,                0.98551,                0.96985,                0.71417,                0.97245,                 0.5161,                 1.3859,              0.0013545,              0.0013545,              0.0013545
                    329,                0.37485,                0.28787,                0.88761,                0.87294,                0.99577,                0.97494,                0.70708,                 1.0045,                0.54238,                 1.3793,              0.0013525,              0.0013525,              0.0013525
                    330,                 0.3759,                0.27128,                0.89245,                0.86981,                0.96831,                0.96495,                0.71161,                0.92576,                0.49928,                 1.3058,              0.0013506,              0.0013506,              0.0013506
                    331,                0.35318,                0.26124,                0.87172,                0.84908,                      1,                0.96967,                 0.7045,                0.94784,                0.52776,                 1.3078,              0.0013486,              0.0013486,              0.0013486
                    332,                0.37883,                 0.2712,                0.89536,                0.95379,                0.91304,                0.97871,                0.71213,                0.95648,                0.46524,                 1.2921,              0.0013466,              0.0013466,              0.0013466
                    333,                0.38211,                0.26633,                 0.8793,                0.92609,                0.94203,                0.98063,                0.72646,                0.92629,                0.46774,                 1.2638,              0.0013446,              0.0013446,              0.0013446
                    334,                0.36205,                0.25629,                0.87594,                0.94191,                0.93996,                0.97825,                0.73351,                0.90209,                0.46063,                  1.263,              0.0013426,              0.0013426,              0.0013426
                    335,                0.35566,                0.26753,                0.87767,                0.91734,                0.96512,                0.97994,                0.71548,                0.96724,                0.48037,                 1.3955,              0.0013407,              0.0013407,              0.0013407
                    336,                0.35797,                0.25023,                0.87594,                0.93012,                0.97101,                0.97895,                0.71413,                0.96495,                0.44557,                 1.3815,              0.0013387,              0.0013387,              0.0013387
                    337,                0.36501,                0.26043,                 0.8811,                0.96963,                0.95652,                0.98348,                0.71442,                 1.0134,                0.46206,                 1.3991,              0.0013367,              0.0013367,              0.0013367
                    338,                 0.3861,                0.28611,                0.90459,                0.96546,                0.94203,                  0.984,                  0.714,                0.99131,                0.49408,                 1.3791,              0.0013347,              0.0013347,              0.0013347
                    339,                0.35465,                0.26048,                0.86742,                0.94483,                0.99277,                0.98826,                0.71865,                 0.9611,                 0.4509,                 1.3618,              0.0013327,              0.0013327,              0.0013327
                    340,                0.37012,                0.27515,                0.88273,                0.91448,                0.98551,                0.98648,                0.71841,                0.92738,                0.44769,                 1.3402,              0.0013308,              0.0013308,              0.0013308
                    341,                0.40137,                0.27436,                0.90112,                0.92592,                0.97101,                0.98002,                0.70573,                0.93624,                0.47223,                 1.3659,              0.0013288,              0.0013288,              0.0013288
                    342,                0.38379,                0.27598,                0.87721,                0.94119,                0.95652,                0.98798,                0.68948,                 1.0208,                0.51786,                 1.4708,              0.0013268,              0.0013268,              0.0013268
                    343,                0.38132,                0.27317,                0.89303,                0.94643,                0.94203,                0.98768,                0.69665,                0.99646,                0.52403,                  1.427,              0.0013248,              0.0013248,              0.0013248
                    344,                0.36616,                0.26254,                0.87575,                0.96356,                0.97101,                 0.9926,                0.71132,                0.95041,                0.45708,                 1.3521,              0.0013228,              0.0013228,              0.0013228
                    345,                0.36916,                0.26313,                0.88285,                0.95677,                 0.9624,                 0.9901,                0.70839,                0.97964,                0.46808,                 1.3852,              0.0013209,              0.0013209,              0.0013209
                    346,                0.36999,                0.27232,                0.89969,                0.90654,                      1,                0.98906,                0.72616,                0.99194,                0.45426,                  1.377,              0.0013189,              0.0013189,              0.0013189
                    347,                0.38326,                0.27558,                0.89555,                0.96632,                0.95652,                0.98893,                0.72763,                0.98436,                0.46132,                 1.3631,              0.0013169,              0.0013169,              0.0013169
                    348,                0.37713,                0.26318,                0.89072,                0.96836,                0.95652,                0.98769,                0.72383,                 1.0232,                0.45324,                 1.4054,              0.0013149,              0.0013149,              0.0013149
                    349,                0.38472,                0.27395,                0.87347,                0.93928,                0.98551,                0.98578,                 0.7313,                0.96772,                0.44511,                 1.3848,              0.0013129,              0.0013129,              0.0013129
                    350,                0.35457,                0.26036,                0.86847,                0.94271,                0.95401,                0.97846,                0.72405,                0.96273,                0.45035,                 1.3864,               0.001311,               0.001311,               0.001311
                    351,                0.34291,                0.25088,                0.86671,                0.91844,                0.98551,                 0.9771,                 0.7267,                0.96158,                0.44062,                 1.3774,               0.001309,               0.001309,               0.001309
                    352,                0.35005,                0.24742,                0.85403,                0.95694,                0.96631,                0.98772,                 0.7316,                0.92057,                0.45091,                 1.3361,               0.001307,               0.001307,               0.001307
                    353,                0.35606,                0.26245,                0.87543,                0.95613,                0.94753,                 0.9836,                0.74973,                0.90337,                0.42633,                 1.3255,               0.001305,               0.001305,               0.001305
                    354,                0.35479,                0.25643,                0.87611,                0.94726,                0.92754,                0.97973,                0.74116,                0.94028,                0.44525,                  1.335,               0.001303,               0.001303,               0.001303
                    355,                0.36858,                0.26131,                0.87085,                0.92897,                0.98551,                0.98909,                0.74766,                0.90245,                 0.4112,                 1.3112,              0.0013011,              0.0013011,              0.0013011
                    356,                0.36683,                0.25911,                0.86452,                0.95496,                0.92197,                0.98547,                0.73436,                0.89734,                0.43264,                 1.3291,              0.0012991,              0.0012991,              0.0012991
                    357,                0.34762,                0.25055,                0.87154,                0.96664,                0.91304,                0.98141,                0.75172,                0.89978,                0.44746,                 1.3207,              0.0012971,              0.0012971,              0.0012971
                    358,                0.36579,                0.25988,                0.88583,                0.95558,                0.93538,                 0.9792,                0.75628,                0.91875,                0.44672,                 1.3151,              0.0012951,              0.0012951,              0.0012951
                    359,                0.36222,                0.26435,                0.87812,                0.91447,                0.97101,                0.97336,                0.73671,                0.93003,                0.44222,                  1.313,              0.0012931,              0.0012931,              0.0012931
                    360,                0.36821,                0.26912,                0.87684,                0.93549,                0.95652,                0.98673,                0.75654,                0.86912,                0.41179,                 1.2512,              0.0012912,              0.0012912,              0.0012912
                    361,                  0.341,                0.25424,                0.86687,                0.98219,                0.95652,                0.98859,                0.72897,                0.95814,                0.43486,                 1.3205,              0.0012892,              0.0012892,              0.0012892
                    362,                0.36447,                0.26664,                0.88906,                0.95305,                0.94203,                0.97698,                0.72342,                0.96232,                0.46679,                 1.3457,              0.0012872,              0.0012872,              0.0012872
                    363,                0.35414,                0.25876,                0.86659,                0.91366,                0.94203,                0.96941,                0.69278,                 1.0017,                0.54901,                 1.4132,              0.0012852,              0.0012852,              0.0012852
                    364,                 0.3856,                0.27643,                0.89183,                0.91524,                0.97101,                0.97502,                0.70892,                0.98428,                0.49723,                 1.4281,              0.0012832,              0.0012832,              0.0012832
                    365,                0.36064,                0.26772,                0.88636,                0.93023,                0.97101,                0.97381,                0.72948,                0.93814,                0.46976,                 1.3442,              0.0012813,              0.0012813,              0.0012813
                    366,                0.35685,                0.26519,                0.89095,                 0.9412,                0.97101,                0.97763,                0.73668,                0.93746,                 0.4653,                 1.3413,              0.0012793,              0.0012793,              0.0012793
                    367,                0.37527,                0.26607,                0.89062,                0.94363,                0.97037,                0.97767,                0.72906,                0.95137,                0.48543,                 1.3366,              0.0012773,              0.0012773,              0.0012773
                    368,                0.35007,                 0.2567,                0.86254,                0.95424,                0.97101,                0.97149,                0.72906,                  0.957,                0.53537,                 1.3159,              0.0012753,              0.0012753,              0.0012753
                    369,                 0.3458,                0.25398,                0.86897,                0.95586,                0.94156,                0.97203,                0.72528,                0.95396,                0.52301,                 1.3242,              0.0012733,              0.0012733,              0.0012733
                    370,                0.35662,                 0.2538,                0.89287,                 0.9141,                0.92542,                  0.963,                0.72089,                0.96293,                0.49003,                  1.331,              0.0012714,              0.0012714,              0.0012714
                    371,                0.34624,                0.25478,                 0.8731,                0.95451,                0.91233,                0.97957,                0.72464,                0.92239,                0.45717,                  1.305,              0.0012694,              0.0012694,              0.0012694
                    372,                0.37515,                0.27317,                0.89339,                0.95337,                0.92754,                0.97718,                0.70717,                0.94809,                0.45728,                 1.3209,              0.0012674,              0.0012674,              0.0012674
                    373,                0.34874,                0.25129,                0.86682,                0.96304,                0.92754,                 0.9716,                0.71294,                0.97107,                0.47447,                 1.3656,              0.0012654,              0.0012654,              0.0012654
                    374,                0.35336,                0.25719,                0.86977,                0.92855,                0.94166,                0.97609,                0.72168,                0.99643,                0.48177,                 1.3841,              0.0012634,              0.0012634,              0.0012634
                    375,                0.35128,                0.26757,                0.88098,                0.89314,                0.96906,                0.97994,                0.72695,                 1.0005,                0.49528,                 1.3894,              0.0012615,              0.0012615,              0.0012615
                    376,                0.32867,                0.25019,                0.86323,                0.95259,                0.92754,                 0.9855,                0.72691,                0.96323,                0.45573,                 1.3579,              0.0012595,              0.0012595,              0.0012595
                    377,                0.35145,                 0.2565,                0.86174,                0.94254,                0.95098,                 0.9858,                0.70205,                 1.0037,                0.46875,                 1.3927,              0.0012575,              0.0012575,              0.0012575
                    378,                0.37915,                0.27558,                0.88847,                0.94277,                0.95506,                 0.9834,                0.71619,                0.98374,                0.50017,                 1.3815,              0.0012555,              0.0012555,              0.0012555
                    379,                0.36619,                0.26223,                0.88375,                0.92998,                0.96246,                0.98241,                0.72688,                0.98124,                0.49615,                 1.3967,              0.0012535,              0.0012535,              0.0012535
                    380,                0.33775,                0.25199,                0.87256,                0.92732,                0.92459,                0.96709,                0.71786,                  0.953,                0.51974,                 1.3848,              0.0012516,              0.0012516,              0.0012516
                    381,                0.34379,                0.25802,                0.87028,                0.92321,                0.92754,                0.97198,                0.71029,                0.97917,                0.55211,                 1.4129,              0.0012496,              0.0012496,              0.0012496
                    382,                0.33373,                 0.2479,                0.86192,                0.95155,                0.94203,                 0.9813,                0.71997,                0.94692,                0.45941,                 1.3896,              0.0012476,              0.0012476,              0.0012476
                    383,                0.34101,                0.24932,                0.86618,                 0.9564,                0.95386,                0.98734,                0.72123,                0.95327,                0.43822,                 1.3984,              0.0012456,              0.0012456,              0.0012456
                    384,                0.36721,                0.27158,                0.88257,                0.96788,                0.91304,                 0.9784,                0.70859,                 1.0005,                0.47779,                 1.4228,              0.0012436,              0.0012436,              0.0012436
                    385,                0.35808,                0.24904,                0.89119,                0.94263,                0.95263,                0.97741,                0.68766,                 1.0189,                0.50673,                 1.4324,              0.0012417,              0.0012417,              0.0012417
                    386,                0.34559,                0.25736,                0.85989,                  0.907,                0.94203,                0.97437,                0.69902,                 1.0017,                0.51343,                 1.4067,              0.0012397,              0.0012397,              0.0012397
                    387,                0.33071,                0.24756,                0.85555,                0.95512,                0.92526,                 0.9761,                0.72647,                0.97914,                   0.49,                 1.4056,              0.0012377,              0.0012377,              0.0012377
                    388,                0.34077,                0.25531,                 0.8752,                0.90193,                0.97101,                0.97424,                0.71858,                0.95578,                0.52587,                 1.4031,              0.0012357,              0.0012357,              0.0012357
                    389,                0.35375,                0.25413,                0.85651,                0.90101,                0.94203,                0.97259,                0.70693,                0.95805,                 0.5087,                 1.4045,              0.0012337,              0.0012337,              0.0012337
                    390,                 0.3451,                0.24253,                0.86555,                 0.8794,                0.98551,                0.97345,                0.70015,                0.96193,                0.47975,                 1.4005,              0.0012318,              0.0012318,              0.0012318
                    391,                0.32089,                0.24779,                0.86761,                0.89415,                 0.9794,                0.97678,                0.72306,                0.93282,                0.48706,                  1.346,              0.0012298,              0.0012298,              0.0012298
                    392,                 0.3296,                0.24072,                0.86921,                0.90637,                0.98211,                0.98074,                0.73967,                 0.9297,                0.48993,                 1.3135,              0.0012278,              0.0012278,              0.0012278
                    393,                0.32238,                0.22373,                0.86209,                0.90523,                0.96906,                0.97711,                0.74041,                0.93819,                0.48408,                 1.3174,              0.0012258,              0.0012258,              0.0012258
                    394,                0.33627,                0.24101,                0.87478,                0.88862,                0.94203,                0.95723,                0.73782,                0.91954,                0.50146,                  1.298,              0.0012238,              0.0012238,              0.0012238
                    395,                0.32412,                0.24681,                0.86166,                0.86839,                0.97101,                0.96328,                0.72946,                0.91365,                0.50751,                 1.2637,              0.0012219,              0.0012219,              0.0012219
                    396,                0.32272,                0.24278,                 0.8512,                0.88101,                0.97101,                0.97042,                0.73947,                0.91094,                0.48636,                 1.2789,              0.0012199,              0.0012199,              0.0012199
                    397,                0.34236,                0.24712,                0.86919,                0.90108,                0.97101,                0.98038,                0.73996,                0.91201,                 0.4925,                 1.2915,              0.0012179,              0.0012179,              0.0012179
                    398,                0.34968,                0.25181,                0.87484,                0.93844,                0.92754,                 0.9815,                0.73825,                0.95009,                0.51649,                 1.3365,              0.0012159,              0.0012159,              0.0012159
                    399,                0.32165,                 0.2398,                0.84336,                0.90251,                0.95652,                0.98046,                0.74182,                0.95395,                 0.5097,                 1.3486,              0.0012139,              0.0012139,              0.0012139
                    400,                0.34543,                0.25155,                0.86008,                0.90649,                0.98348,                 0.9765,                0.75124,                0.93341,                0.47979,                 1.3149,               0.001212,               0.001212,               0.001212
                    401,                0.33371,                0.24926,                0.85866,                0.90676,                0.98663,                0.97727,                0.74668,                0.93359,                0.45173,                 1.3315,                0.00121,                0.00121,                0.00121
                    402,                0.33179,                0.23989,                0.86434,                0.91765,                0.96903,                0.97978,                0.75242,                0.92406,                0.44368,                 1.3322,               0.001208,               0.001208,               0.001208
                    403,                0.33439,                0.24087,                0.87501,                0.89322,                0.96984,                0.97733,                0.75543,                0.92937,                0.45566,                 1.3539,               0.001206,               0.001206,               0.001206
                    404,                0.33565,                0.24324,                0.86841,                0.92808,                0.95652,                0.97872,                0.74063,                0.95492,                0.50046,                 1.3698,               0.001204,               0.001204,               0.001204
                    405,                0.35054,                 0.2447,                0.87624,                0.93503,                0.97101,                0.97978,                0.72515,                0.96612,                0.48929,                 1.3766,              0.0012021,              0.0012021,              0.0012021
                    406,                0.33737,                0.24337,                0.86618,                0.93998,                0.97101,                 0.9765,                0.73432,                0.95491,                0.47118,                 1.3571,              0.0012001,              0.0012001,              0.0012001
                    407,                0.33453,                0.24394,                0.88433,                 0.9561,                0.95652,                0.98021,                0.73876,                0.98506,                0.47441,                 1.4053,              0.0011981,              0.0011981,              0.0011981
                    408,                0.30208,                0.23105,                0.86511,                0.92916,                0.95652,                 0.9787,                0.70963,                 1.0094,                0.50109,                 1.4384,              0.0011961,              0.0011961,              0.0011961
                    409,                0.34026,                0.25015,                0.87731,                0.94634,                0.92754,                0.97873,                0.70399,                0.97927,                0.50688,                 1.4264,              0.0011941,              0.0011941,              0.0011941
                    410,                0.33983,                0.25289,                0.87199,                0.94233,                0.95652,                0.98029,                0.71831,                0.97494,                0.45914,                 1.3916,              0.0011922,              0.0011922,              0.0011922
                    411,                0.32975,                0.24473,                0.87396,                0.94179,                0.95652,                0.98132,                0.72861,                0.94731,                0.44235,                 1.3537,              0.0011902,              0.0011902,              0.0011902
                    412,                0.35315,                0.25265,                0.87803,                0.93969,                0.97101,                0.98486,                0.72481,                0.98147,                0.46811,                 1.4053,              0.0011882,              0.0011882,              0.0011882
                    413,                 0.3299,                0.23985,                0.85289,                0.92922,                0.97101,                 0.9804,                0.71702,                0.97401,                0.47924,                 1.4179,              0.0011862,              0.0011862,              0.0011862
                    414,                0.30519,                0.22388,                0.85373,                0.93239,                0.99935,                0.98389,                0.69007,                 1.0168,                0.46748,                 1.4574,              0.0011842,              0.0011842,              0.0011842
                    415,                0.31718,                0.23311,                0.86827,                0.94982,                0.98551,                 0.9821,                0.69186,                 1.0256,                0.47349,                 1.4731,              0.0011823,              0.0011823,              0.0011823
                    416,                0.32912,                0.23988,                0.86168,                0.93051,                      1,                0.97658,                0.71995,                0.97621,                0.46241,                 1.4054,              0.0011803,              0.0011803,              0.0011803
                    417,                0.33167,                0.24558,                0.86832,                0.90697,                 0.9891,                0.98516,                0.71095,                0.99473,                0.47038,                 1.4057,              0.0011783,              0.0011783,              0.0011783
                    418,                0.35336,                0.25935,                0.88919,                0.93033,                 0.9677,                0.98097,                0.71064,                 1.0094,                0.45898,                 1.4366,              0.0011763,              0.0011763,              0.0011763
                    419,                0.31836,                0.23769,                0.86449,                0.95585,                0.94127,                0.97289,                 0.6994,                 1.0765,                 0.4653,                 1.4939,              0.0011743,              0.0011743,              0.0011743
                    420,                0.30948,                0.22646,                0.86401,                0.95516,                0.92621,                0.97322,                 0.7025,                 1.0417,                 0.4874,                  1.451,              0.0011724,              0.0011724,              0.0011724
                    421,                0.31461,                0.24032,                0.86589,                0.87298,                0.99605,                0.98164,                0.72322,                0.97555,                0.49756,                 1.3866,              0.0011704,              0.0011704,              0.0011704
